AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
125073	England	Text		
124951	England	Text		
125195	England	Text		
124934	England	Text		
125131	Zeeland	Text		
124929	Zeeland	Text		
125131	Oostende	Text		
125131	Knokke-Heist	Text		
124929	De Haan	Text		
125131	De Panne	Text		
125106	Calais	Text		
124929	Calais	Text		
124850	Calais	Text		
124913	Calais	Text		
125131	Calais	Text		
125064	Calais	Text		
125195	Calais	Text		
125080	Dunkerque	Text		
124929	Wimereux	Text		
125131	Wimereux	Text		
124913	Wimereux	Text		
125080	Wimereux	Text		
125080	Wimereux	Text		
125064	Wimereux	Text		
242671	Atlantic	Text		
242640	Atlantic	Text		
125064	Atlantic	Text		
242878	Pacific Ocean	Text		
125064	Pacific Ocean	Text		
597132	Indian Ocean	Text		
125064	Indian Ocean	Text		
125073	Mediterranean Sea	Text		
125073	Mediterranean Sea	Text		
125080	Mediterranean Sea	Text		
125122	Mediterranean Sea	Text	exotic	
125027	Mediterranean Sea	Text		
125048	Mediterranean Sea	Text		
125048	Mediterranean Sea	Text		
125049	Mediterranean Sea	Text		
125049	Mediterranean Sea	Text		
125131	Mediterranean Sea	Text		
244220	Mediterranean Sea	Text		
124913	Mediterranean Sea	Text		
124929	Mediterranean Sea	Text		
124933	Arctic Ocean	Text		
124934	Arctic Ocean	Text		
125125	Arctic Ocean	Text		
124860	Arctic Ocean	Text		
124934	North Pacific	Text		
125125	North Pacific	Text		
213198	Kenya	Text		
125122	Kenya	Text		
212328	Kenya	Text		
213218	Kenya	Text		
213217	Kenya	Text		
212388	Kenya	Text		
212370	Kenya	Text		
212387	Kenya	Text		
212371	Kenya	Text		
125064	Kenya	Text		
214621	Kenya	Text		
213417	Kenya	Text		
213417	Kenya	Text		
213419	Kenya	Text		
213399	Kenya	Text		
213400	Kenya	Text		
213397	Kenya	Text		
212382	Kenya	Text		
212378	Kenya	Text		
212375	Kenya	Text		
212437	Kenya	Text		
213464	Kenya	Text		
212395	Kenya	Text		
212397	Kenya	Text		
520750	Japan	Text		
564870	Japan	Text		
564869	Japan	Text		
564873	Japan	Text		
196187	Iceland	Text		
124967	Iceland	Text		
125080	Italy	Text		
591203	Bahamas	Text		
125049	Algeria	Text		
124934	Denmark	Text		
243214	Costa Rica	Text		
125122	Costa Rica	Text		
243573	Costa Rica	Text		
243577	Costa Rica	Text		
246874	Costa Rica	Text		
244115	Costa Rica	Text		
246873	Costa Rica	Text		
244070	Costa Rica	Text		
244010	Costa Rica	Text		
124833	Costa Rica	Text		
212370	Comores	Text		
212371	Comores	Text		
212388	Comores	Text		
125122	Comores	Text		
212947	Comores	Text		
212945	Comores	Text		
213414	Comores	Text		
213419	Comores	Text		
213420	Comores	Text		
212422	Comores	Text		
213400	Comores	Text		
212384	Comores	Text		
212378	Comores	Text		
212378	Comores	Text		
212391	Comores	Text		
212395	Comores	Text		
212397	Comores	Text		
125134	Cape Verde	Text		
125064	Canada	Text		
242718	Colombia	Text		
242716	Colombia	Text		
242639	Colombia	Text		
