AcceptedTaxonID	DistributionElement	StandardInUse	DistributionStatus	
130271	England	Text		
130269	England	Text		
130601	England	Text		
328536	England	Text		
329905	England	Text		
329913	England	Text		
329914	England	Text		
329915	England	Text		
329918	England	Text		
331841	England	Text		
329907	England	Text		
331213	France	Text		
330242	France	Text		
330243	France	Text		
330244	France	Text		
330432	France	Text		
330612	France	Text		
131367	France	Text		
331257	France	Text		
331262	France	Text		
331429	France	Text		
331462	France	Text		
331553	France	Text		
331848	France	Text		
131414	France	Text		
326452	France	Text		
326454	France	Text		
326455	France	Text		
326562	France	Text		
327141	France	Text		
327143	France	Text		
326765	France	Text		
326796	France	Text		
326801	France	Text		
327597	France	Text		
327819	France	Text		
131308	France	Text		
328377	France	Text		
328504	France	Text		
328728	France	Text		
328933	France	Text		
329226	France	Text		
131003	France	Text	Origin unknown	
131541	France	Text	Origin uncertain	
131146	France	Text	Alien	
130401	France	Text	Alien	
130801	Zeeland	Text		
129840	Zeeland	Text		
130769	Zeeland	Text		
129868	Zeeland	Text		
130967	Zeeland	Text		
130866	Zeeland	Text		
152367	Zeeland	Text		
130639	Oostende	Text		
131141	Oostende	Text		
130639	Oostende	Text		
129868	Oostende	Text		
131146	Oostende	Text		
131141	Oostende	Text		
131141	Oostende	Text		
129868	Oostende	Text		
129840	Oostende	Text		
152367	Oostende	Text		
129868	Blankenberge	Text		
129914	Koksijde	Text		
129914	De Panne	Text		
130967	De Panne	Text		
334510	De Panne	Text		
130649	Calais	Text		
130837	Calais	Text		
130837	Calais	Text		
130172	Wissenkerke	Text		
130491	Dunkerque	Text		
129877	Dunkerque	Text		
129892	Dunkerque	Text		
130353	Dunkerque	Text		
130833	Wimereux	Text		
130722	Wimereux	Text		
131245	Wimereux	Text		
129776	Wimereux	Text		
129784	Wimereux	Text		
131480	Wimereux	Text		
131106	Wimereux	Text		
131107	Wimereux	Text		
129938	Wimereux	Text		
129840	Wimereux	Text		
129854	Wimereux	Text		
129868	Wimereux	Text		
130875	Wimereux	Text		
130878	Wimereux	Text		
146738	Wimereux	Text		
129876	Wimereux	Text		
129877	Wimereux	Text		
129879	Wimereux	Text		
129943	Wimereux	Text		
129914	Wimereux	Text		
129955	Wimereux	Text		
131201	Wimereux	Text		
129959	Wimereux	Text		
129964	Wimereux	Text		
130279	Wimereux	Text		
129989	Wimereux	Text		
130000	Wimereux	Text		
129967	Wimereux	Text		
130008	Wimereux	Text		
130616	Wimereux	Text		
130294	Wimereux	Text		
130624	Wimereux	Text		
130625	Wimereux	Text		
130644	Wimereux	Text		
130375	Wimereux	Text		
130060	Wimereux	Text		
130083	Wimereux	Text		
131489	Wimereux	Text		
